source_organisation,dataset,period,sheet_name,column_position,original_column_name,inferred_role,example_value,notes
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),11,Food,price,476.8847287905714,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),12,Food,price,18.64926,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),13,Farm Produce,price,17.34714,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),14,Energy,price,4.987569,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),15,Services,price,28.35985,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),16,Goods,price,42.29389,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),17,Food &  Non Alcoholic Bev.,price,490.58603344696826,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),18,Food And Non-Alcoholic Beverages,price,26.7595,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),19,Alcoholic Beverage. Tobacco and Kola,unknown,11.185908197369981,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),20,"Alcoholic Beverages, Tobacco And  Narcotics",unknown,0.254247,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),21,Clothing and Footwear,unknown,65.50403131243718,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),22,Clothing And Footwear,unknown,3.333754,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),23,"Housing Water, Electricity. Gas and Other  Fuel",price,191.5102585444788,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),24,"Housing, Water, Electricity, Gas And Other Fuels",price,7.213081,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),25,Furnishings & Household Equipment Maintenance.,unknown,49.80621275080386,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),26,"Furnishings, Household Equipment And Routine Household Maintenance",unknown,1.984745,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),27,Health.,unknown,27.401177978203123,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),28,Health.,unknown,3.459399,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),29,Transport,unknown,74.5434081193025,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),30,Transport,unknown,7.946328,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),31,Communication,unknown,10.142667529244841,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),32,Information And Communication,unknown,2.530358,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),33,Recreation & Culture.,unknown,7.135934731470604,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),34,"Recreation, Sport And Culture",unknown,0.254938,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),35,Education,unknown,40.046464015609814,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),36,Education Services,unknown,5.112391,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),37,Restaurant &  Hotels,unknown,14.485013990566927,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),38,Restaurants And Accomodation Services,unknown,9.216351,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),39,Insurance and Financial Services,unknown,0.34374,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),40,Miscellaneous Goods & Services,unknown,17.652889383544117,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),41,"Personal Care, Social Protection And Miscellaneous Goods And Services",unknown,2.21427,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),42,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),43,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),44,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),45,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),46,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),47,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),48,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),49,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),50,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table3 (3),51,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,1,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,2,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,3,All Items,price,29.3769,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,4,All Items Less Farm Produce,price,20.10814,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,5,Core Index (All Items Less Farm Produce And Energy),price,18.67631,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,6,Imported Food,price,6.100216,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,7,Food,price,9.329656,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,8,Farm Produce,price,9.263144,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,9,Energy,price,1.431826,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,10,Services,price,9.187077,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,11,Goods,price,20.18421,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,12,Food And Non-Alcoholic Beverages,price,13.25875,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,13,"Alcoholic Beverages, Tobacco And  Narcotics",unknown,0.119333,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,14,Clothing And Footwear,unknown,1.704374,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,15,"Housing, Water, Electricity, Gas And Other Fuels",price,1.203269,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,16,"Furnishings, Household Equipment And Routine Household Maintenance",unknown,0.973242,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,17,Health.,unknown,2.598754,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,18,Transport,unknown,2.712839,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,19,Information And Communication,unknown,0.761959,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,20,"Recreation, Sport And Culture",unknown,0.055278,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,21,Education Services,unknown,1.086559,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,22,Restaurants And Accomodation Services,unknown,3.700029,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,23,Insurance and Financial Services,unknown,0.128843,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,24,"Personal Care, Social Protection And Miscellaneous Goods And Services",unknown,1.073677,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,25,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,26,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,27,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,28,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,29,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,30,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,31,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,32,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,33,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,34,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4,35,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,1,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,2,State,geography,Abia, | detected as the geography column
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,3,Food,price,115.21,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,4,All Items,price,115.38,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,5,Food,price,127.50019772353781,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,6,All Items,price,135.17303447625702,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,7,Food,price,118.93667575695787,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,8,All Items,price,128.8457604471531,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,9,Food,price,3.2346808063170585,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,10,All Items,price,11.67079255256813,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,11,Food,price,-6.71647740119468,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table-5,12,All Items,price,-4.6808700075570755,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),1,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),2,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),3,All Items,price,999.9999999999999,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),4,All Items,price,29.3769,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),5,All Items less Farm Produce.,price,480.0942188447083,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),6,All Items Less Farm Produce,price,20.10814,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),7,All Items less Farm Produce. and Energy,price,394.6058417257211,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),8,Core Index (All Items Less Farm Produce And Energy),price,18.67631,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),9,Imported Food,price,114.03346558957918,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),10,Imported Food,price,6.100216,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),11,Food,price,532.2501623514466,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),12,Food,price,9.329656,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),13,Farm Produce,price,9.263144,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),14,Energy,price,1.431826,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),15,Services,price,9.187077,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),16,Goods,price,20.18421,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),17,Food &  Non Alcoholic Bev.,price,540.8933408435455,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),18,Food And Non-Alcoholic Beverages,price,13.25875,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),19,Alcoholic Beverage. Tobacco and Kola,unknown,10.606303106553293,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),20,"Alcoholic Beverages, Tobacco And  Narcotics",unknown,0.119333,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),21,Clothing and Footwear,unknown,85.68337715684741,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),22,Clothing And Footwear,unknown,1.704374,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),23,"Housing Water, Electricity. Gas and Other  Fuel",price,147.16440266807825,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),24,"Housing, Water, Electricity, Gas And Other Fuels",price,1.203269,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),25,Furnishings & Household Equipment Maintenance.,unknown,50.72011838442036,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),26,"Furnishings, Household Equipment And Routine Household Maintenance",unknown,0.973242,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),27,Health.,unknown,32.24620846837167,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),28,Health.,unknown,2.598754,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),29,Transport,unknown,57.18640135048233,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),30,Transport,unknown,2.712839,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),31,Communication,unknown,4.005931720723357,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),32,Information And Communication,unknown,0.761959,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),33,Recreation & Culture.,unknown,6.646615393168104,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),34,"Recreation, Sport And Culture",unknown,0.055278,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),35,Education,unknown,38.925348101183964,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),36,Education Services,unknown,1.086559,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),37,Restaurant &  Hotels,unknown,10.139844568892057,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),38,Restaurants And Accomodation Services,unknown,3.700029,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),39,Insurance and Financial Services,unknown,0.128843,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),40,Miscellaneous Goods & Services,unknown,15.78210823773351,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),41,"Personal Care, Social Protection And Miscellaneous Goods And Services",unknown,1.073677,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),42,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),43,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),44,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),45,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),46,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),47,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),48,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),49,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),50,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),51,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),52,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),53,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),54,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),55,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-01,Table4 (2),56,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,1,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,2,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,3,Monthly,price,100,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,4,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,5,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,6,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,7,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,8,Monthly,price,73.41474,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,9,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,10,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,11,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,12,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,13,Monthly,price,27.97892,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,14,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,15,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,16,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,17,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,18,Monthly,price,66.99535,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,19,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,20,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,21,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,22,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table1,23,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,1,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,2,All Items,price,100,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,3,All Items less Farm Produce.,price,73.41,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,4,All Items less Farm Produce. and Energy,price,66.99,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,5,Imported Food,price,17.33,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,6,Food,price,27.98,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,7,FARM PRODUCE,price,26.61,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,8,ENERGY,price,6.42,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,9,SERVICES,price,37.55,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,10,GOODS,price,62.48,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,11,Food &  Non Alcoholic Bev.,price,40.02,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,12,"ALCOHOLIC BEVERAGES, TOBACCO AND  NARCOTICS",unknown,0.37,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,13,Clothing and Footwear,unknown,5.04,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,14,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",price,8.42,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,15,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",unknown,2.96,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,16,Health.,unknown,6.06,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,17,Transport,unknown,10.66,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,18,INFORMATION AND COMMUNICATION,unknown,3.29,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,19,"RECREATION, SPORT AND CULTURE",unknown,0.31,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,20,EDUCATION SERVICES,unknown,6.2,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,21,RESTAURANTS AND ACCOMODATION SERVICES,unknown,12.92,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,22,Insurance and Financial Services,unknown,0.47,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,23,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",unknown,3.29,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,24,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,25,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,26,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,27,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,28,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,29,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table2,30,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,1,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,2,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,3,All Items,price,70.6231,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,4,All Items less Farm Produce.,price,53.3066,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,5,All Items less Farm Produce. and Energy,price,48.31903,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,6,Imported Food,price,11.22541,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,7,Food,price,18.64926,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,8,FARM PRODUCE,price,17.34714,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,9,ENERGY,price,4.987569,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,10,SERVICES,price,28.35985,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,11,GOODS,price,42.29389,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,12,Food &  Non Alcoholic Bev.,price,26.7595,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,13,"ALCOHOLIC BEVERAGES, TOBACCO AND  NARCOTICS",unknown,0.254247,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,14,Clothing and Footwear,unknown,3.333754,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,15,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",price,7.213081,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,16,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",unknown,1.984745,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,17,Health.,unknown,3.459399,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,18,Transport,unknown,7.946328,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,19,INFORMATION AND COMMUNICATION,unknown,2.530358,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,20,"RECREATION, SPORT AND CULTURE",unknown,0.254938,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,21,EDUCATION SERVICES,unknown,5.112391,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,22,RESTAURANTS AND ACCOMODATION SERVICES,unknown,9.216351,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,23,Insurance and Financial Services,unknown,0.34374,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",unknown,2.21427,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,25,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,26,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,27,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,28,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,29,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,30,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table3,31,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,1,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,2,All Items,price,29.3769,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,3,All Items less Farm Produce.,price,20.10814,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,4,All Items less Farm Produce. and Energy,price,18.67631,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,5,Imported Food,price,6.100216,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,6,Food,price,9.329656,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,7,FARM PRODUCE,price,9.263144,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,8,ENERGY,price,1.431826,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,9,SERVICES,price,9.187077,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,10,GOODS,price,20.18421,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,11,Food &  Non Alcoholic Bev.,price,13.25875,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,12,"ALCOHOLIC BEVERAGES, TOBACCO AND  NARCOTICS",unknown,0.119333,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,13,Clothing and Footwear,unknown,1.704374,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,14,"Housing Water, Electricity. Gas and Other  Fuels",price,1.203269,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,15,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",unknown,0.973242,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,16,Health.,unknown,2.598754,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,17,Transport,unknown,2.712839,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,18,INFORMATION AND COMMUNICATION,unknown,0.761959,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,19,"RECREATION, SPORT AND CULTURE",unknown,0.055278,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,20,EDUCATION SERVICES,unknown,1.086559,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,21,RESTAURANTS AND ACCOMODATION SERVICES,unknown,3.700029,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,22,Insurance and Financial Services,unknown,0.128843,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,23,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",unknown,1.073677,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,24,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,25,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,26,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,27,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,28,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,29,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,30,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,31,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,32,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,33,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table4,34,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table-5,1,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-09,Table-5,2,State,geography,Abia, | detected as the geography column
NBS,NBS Consumer Price Index and Inflation,2025-09,Table-5,3,Food,price,109.71844126854025,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table-5,4,All Items,price,108.87156527273814,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table-5,5,Food,price,133.94395504194605,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table-5,6,All Items,price,129.24799235622154,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table-5,7,Food,price,126.54084979305503,
NBS,NBS Consumer Price Index and Inflation,2025-09,Table-5,8,All Items,price,130.5044342469027,
