source_organisation,dataset,release_or_sample,period,container_type,spreadsheet_present,pdf_present,sheet_name,rows_estimate,columns_estimate,header_row_estimate,geography_field,date_or_period_field,measure_fields,layout_type,structural_notes
NBS,NBS LPG (Cooking Gas) Price Watch,GAS_PRIC_WATCH_JUNE_2025.xlsx :: GAS_PRIC_WATCH_JUNE_2025.xlsx,2025-06,XLSX,YES,NO,LPG JUNE 2025,57,17,2,(unnamed column 1),,MoM | YoY | MoM | YoY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Average | 6966.02924954175 | 8167.427967838702 | 8323.9""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_AUGUST_2025.zip :: GAS_PRICE_WATCH_AUGUST_2025___.xlsx,2025-08,ZIP,YES,YES,LPG AUGUST 2025,57,17,2,(unnamed column 1),,MoM | YoY | MoM | YoY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Average | 6430.017888935604 | 8243.792694362437 | 6404.""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_July_2025.zip :: GAS_PRICE_WATCH_JULY_2025.xlsx,2025-07,ZIP,YES,YES,LPG_JULY_2025,57,17,2,(unnamed column 1),,MoM | YoY | MoM | YoY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Average | 5974.554661854575 | 8323.952725260317 | 8243.""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_June_2025_Report.pdf,2025-06,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Nov_Dec_2025.zip :: GAS PRICE WATCH DECEMBER 2025_.xlsx,2025-12,ZIP,YES,YES,LPG DECEMBER 2025,57,17,2,(unnamed column 1),,MoM | YoY | MoM | YoY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Average | 7177.2691560312915 | 5425.784970592116 | 5360""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Nov_Dec_2025.zip :: GAS PRICE WATCH NOVEMBER 2025__.xlsx,2025-11,ZIP,YES,YES,LPG NOVEMBER 2025,57,17,2,(unnamed column 1),,MoM | YoY | MoM | YoY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Average | 7088.157014764194 | 8081.754912603608 | 5425.""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_APR26.zip :: GAS PRICE WATCH APRIL 2026_table.xlsx,2026-04,ZIP,YES,YES,Sheet1,56,16,2,STATES,,MOM | YOY | MOM | YOY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 7885.601856493706 | 7655.726627801795 | 8""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_April_2025.pdf,2025-04,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_Feb-March_2026.zip :: GAS Price Watch March_2026_table.xlsx,2026-03,ZIP,YES,YES,Sheet1,56,16,2,STATES,,MOM | YOY | MOM | YOY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 7322.48936800065 | 6799.17783783784 | 765""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_Feb-March_2026.zip :: GAS PRICE WATCH FEBRUARY 2026_table.xlsx,2026-02,ZIP,YES,YES,LPG FEBRUARY 2026,56,16,2,STATES,,MOM | YOY | MOM | YOY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 7072.101997859159 | 5404.187220814148 | 6""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_February_2025.pdf,2025-02,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_January_2025.pdf,2025-01,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_MAY_2025.pdf,2025-05,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_March_2025.pdf,2025-03,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_OCT_25.zip :: GAS PRICE WATCH OCTOBER 2025.xlsx,2025-10,ZIP,YES,YES,LPG OCTOBER_2025,57,17,2,(unnamed column 1),,MoM | YoY | MoM | YoY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Average | 6915.693026544465 | 6395.820080062556 | 8081.""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_Report_Jan2026.zip :: GAS PRICE WATCH JANUARY 2026_table.xlsx,2026-01,ZIP,YES,YES,LPG JANUARY 2026,56,17,2,STATES,,MOM | YOY | MOM | YOY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12KG""; embedded national/zone/total rows inside the data block (e.g. ""Average | 7040.9411521700995 | 5360.425916655661 | 5404""); 6 date-like column headers (period values stored as columns)"
NBS,NBS LPG (Cooking Gas) Price Watch,LPG_Report_Sept_2025.zip :: GAS_PRICE_WATCH_SEPTEMBER_2025.xlsx,2025-09,ZIP,YES,YES,LPG_SEPTEMBER_2025,57,17,2,(unnamed column 1),,MoM | YoY | MoM | YoY,WIDE,"1 title/metadata row(s) above the header: ""5KG | 12.5KG""; embedded national/zone/total rows inside the data block (e.g. ""Average | 6699.625834701203 | 6404.023746289147 | 6395.""); 6 date-like column headers (period values stored as columns)"
NBS,NBS Transport Fare Watch,TRANSPORT_COST_Watch_APR_2025.xlsx :: TRANSPORT_COST_Watch_APR_2025.xlsx,2025-04,XLSX,YES,NO,Transport April 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,TRANSPORT_COST_Watch_APR_2025.xlsx :: TRANSPORT_COST_Watch_APR_2025.xlsx,2025-04,XLSX,YES,NO,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 130243.90022074328 | 7902.082334184297 | "")"
NBS,NBS Transport Fare Watch,TRANSPORT_COST_Watch_FEB_2025.xlsx :: TRANSPORT_COST_Watch_FEB_2025.xlsx,2025-02,XLSX,YES,NO,Transport February 2025,36,11,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,TRANSPORT_COST_Watch_FEB_2025.xlsx :: TRANSPORT_COST_Watch_FEB_2025.xlsx,2025-02,XLSX,YES,NO,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 126586.38375263065 | 7640.340994821195 | "")"
NBS,NBS Transport Fare Watch,TRANSPORT_COST_Watch_JAN_2025.xlsx :: TRANSPORT_COST_Watch_JAN_2025.xlsx,2025-01,XLSX,YES,NO,Transport January 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,TRANSPORT_COST_Watch_JAN_2025.xlsx :: TRANSPORT_COST_Watch_JAN_2025.xlsx,2025-01,XLSX,YES,NO,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 126907.709171982 | 7573.277422449164 | 91"")"
NBS,NBS Transport Fare Watch,TRANSPORT_COST_Watch_MAR_2025.xlsx :: TRANSPORT_COST_Watch_MAR_2025.xlsx,2025-03,XLSX,YES,NO,Transport March 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,TRANSPORT_COST_Watch_MAR_2025.xlsx :: TRANSPORT_COST_Watch_MAR_2025.xlsx,2025-03,XLSX,YES,NO,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 128432.80177064864 | 7722.019455119655 | "")"
NBS,NBS Transport Fare Watch,Transport Fare Watch Report Nov_Dec_2025.zip :: TRANSPORT COST Watch NOV_2025_.xlsx,2025-11,ZIP,YES,YES,Transport November 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport Fare Watch Report Nov_Dec_2025.zip :: TRANSPORT COST Watch NOV_2025_.xlsx,2025-11,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 133415.03043487915 | 8275.25829023603 | 1"")"
NBS,NBS Transport Fare Watch,Transport Fare Watch Report Nov_Dec_2025.zip :: TRANSPORT COST Watch DEC_2025_.xlsx,2025-12,ZIP,YES,YES,Transport December 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport Fare Watch Report Nov_Dec_2025.zip :: TRANSPORT COST Watch DEC_2025_.xlsx,2025-12,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 243744.59323457116 | 8676.055685638052 | "")"
NBS,NBS Transport Fare Watch,Transport_Fare_Report_Apr_2025.pdf,2025-04,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS Transport Fare Watch,Transport_Fare_Report_April_2026.zip :: TRANSPORT COST Watch APR_2026_ (1).xlsx,2026-04,ZIP,YES,YES,Transport April 2026,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_Fare_Report_April_2026.zip :: TRANSPORT COST Watch APR_2026_ (1).xlsx,2026-04,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 157355.8675448459 | 9607.408056107355 | 1"")"
NBS,NBS Transport Fare Watch,Transport_MAY_JUNE_JULY_2025.zip :: TRANSPORT COST Watch JUN_2025_.xlsx,2025-06,ZIP,YES,YES,Transport June 2025,36,9,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_MAY_JUNE_JULY_2025.zip :: TRANSPORT COST Watch JUN_2025_.xlsx,2025-06,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 130345.36452396896 | 7975.852525102634 | "")"
NBS,NBS Transport Fare Watch,Transport_MAY_JUNE_JULY_2025.zip :: TRANSPORT COST Watch JUL_2025_.xlsx,2025-07,ZIP,YES,YES,Transport July 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_MAY_JUNE_JULY_2025.zip :: TRANSPORT COST Watch JUL_2025_.xlsx,2025-07,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 130572.55248014219 | 8005.1225131078945 |"")"
NBS,NBS Transport Fare Watch,Transport_MAY_JUNE_JULY_2025.zip :: TRANSPORT COST Watch MAY_2025_.xlsx,2025-05,ZIP,YES,YES,Transport May 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_MAY_JUNE_JULY_2025.zip :: TRANSPORT COST Watch MAY_2025_.xlsx,2025-05,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 130361.8462114865 | 7957.409017100107 | 1"")"
NBS,NBS Transport Fare Watch,Transport_Report_AUG_SEPT_2025.zip :: TRANSPORT COST Watch AUG_2025_.xlsx,2025-08,ZIP,YES,YES,Transport August 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_Report_AUG_SEPT_2025.zip :: TRANSPORT COST Watch AUG_2025_.xlsx,2025-08,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 129907.13541658361 | 8038.304534293142 | "")"
NBS,NBS Transport Fare Watch,Transport_Report_AUG_SEPT_2025.zip :: TRANSPORT COST Watch SEPT_2025_.xlsx,2025-09,ZIP,YES,YES,Transport September 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_Report_AUG_SEPT_2025.zip :: TRANSPORT COST Watch SEPT_2025_.xlsx,2025-09,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 129848.7079034161 | 8045.58654700026 | 10"")"
NBS,NBS Transport Fare Watch,Transport_Report_MAR26.zip :: TRANSPORT COST Watch MAR_2026_.xlsx,2026-03,ZIP,YES,YES,Transport March 2026,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_Report_MAR26.zip :: TRANSPORT COST Watch MAR_2026_.xlsx,2026-03,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 157224.0518466766 | 9564.115179733164 | 1"")"
NBS,NBS Transport Fare Watch,Transport_Report_MAY_2026.zip :: TRANSPORT COST Watch MAY_2026_.xlsx,2026-05,ZIP,YES,YES,Transport May 2026,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_Report_MAY_2026.zip :: TRANSPORT COST Watch MAY_2026_.xlsx,2026-05,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 157552.18763797908 | 9699.551255855326 | "")"
NBS,NBS Transport Fare Watch,Transport_Report_October_2025.zip :: TRANSPORT_COST_Watch_OCT_2025.xlsx,2025-10,ZIP,YES,YES,Transport October 2025,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_Report_October_2025.zip :: TRANSPORT_COST_Watch_OCT_2025.xlsx,2025-10,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 131557.53303485893 | 8170.210278163295 | "")"
NBS,NBS Transport Fare Watch,Transport_report_FEB_2026.zip :: TRANSPORT_COST_Watch_FEB_2026.xlsx,2026-02,ZIP,YES,YES,Transport February 2026,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_report_FEB_2026.zip :: TRANSPORT_COST_Watch_FEB_2026.xlsx,2026-02,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 153647.94776191222 | 8108.807295151895 | "")"
NBS,NBS Transport Fare Watch,Transport_report_JAN_2026.zip :: TRANSPORT_COST_Watch_JAN_2026.xlsx,2026-01,ZIP,YES,YES,Transport January 2026,36,6,1,,,MoM | YoY,WIDE,3 date-like column headers (period values stored as columns)
NBS,NBS Transport Fare Watch,Transport_report_JAN_2026.zip :: TRANSPORT_COST_Watch_JAN_2026.xlsx,2026-01,ZIP,YES,YES,State Transport,39,6,1,State,,Air fare charg.for specified routes single journey,UNKNOWN,"embedded national/zone/total rows inside the data block (e.g. ""Grand Total | 151355.55058112144 | 8504.394683480063 | "")"
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2025.pdf,2025-04,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table1,33,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table1 (2),366,48,4,,Monthly,Monthly | Monthly | 12-Month Average | 12-Month Average | 12-Month average change (%) | 12-Month average change (%) | Monthly | Monthly,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table2,31,34,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table2 (2),368,65,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 761.8304043795059 | 100 | 596.0779800274919 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table3,31,31,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table3 (2),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table3 (3),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table4,32,35,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table-5,42,13,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,CPI_APRIL_2026.zip :: cpi_1New_April2026.xlsx,2026-04,ZIP,YES,YES,Table4 (2),369,56,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 720.7700793288018 | 100 | 562.4793622370022 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_AUGUST_2025.zip :: CPI_August25.xlsx,2025-08,ZIP,YES,YES,Table1,13,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_AUGUST_2025.zip :: CPI_August25.xlsx,2025-08,ZIP,YES,YES,Table2,11,30,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_AUGUST_2025.zip :: CPI_August25.xlsx,2025-08,ZIP,YES,YES,Table3,11,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_AUGUST_2025.zip :: CPI_August25.xlsx,2025-08,ZIP,YES,YES,Table4,12,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_AUGUST_2025.zip :: CPI_August25.xlsx,2025-08,ZIP,YES,YES,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table1,29,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table1 (2),366,48,4,,Monthly,Monthly | Monthly | 12-Month Average | 12-Month Average | 12-Month average change (%) | 12-Month average change (%) | Monthly | Monthly,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table2,27,34,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table2 (2),368,65,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 761.8304043795059 | 100 | 596.0779800274919 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table3,27,31,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table3 (2),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table3 (3),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table4,28,35,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
